sample_id,source_artifact,temperature_sha256,context_id,protocol_id,branch_label,ramp_direction,protocol_start_voltage_V,device_voltage_V,contact_overlap_nm,sink_amplitude,point_kind,sequence_index,split,fit_eligible,full_curve_test,headline_stability_test,stability_class,root_identifier_used
G1_cooling_coarse_008,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,1084b79bce38255f677bc6a55ecb64f1ec27f5a1c4be187c0cd59190c854f728,G1,G1_cooling,cooling,-1.0,1.55,1.35,30.0,1.5,coarse,8,test_headline,False,True,True,stable,False
G1_cooling_coarse_009,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,cef3c4ddc92a3006f68421e9ba564abb793f0a3709f8bc81b9ae4af2b335d03c,G1,G1_cooling,cooling,-1.0,1.55,1.325,30.0,1.5,coarse,9,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_010,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,b3d74b6d2d349acb934b3c15acf4c82c5c1bfb38685e53b8f65ab5c3cfdf5cc3,G1,G1_cooling,cooling,-1.0,1.55,1.3,30.0,1.5,coarse,10,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_011,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,effe8bfb841c2918e938cc99865661447db0cb3fd54e0b7c5552a38edb005564,G1,G1_cooling,cooling,-1.0,1.55,1.275,30.0,1.5,coarse,11,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_012,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,02bb190afb8d86702fe4bf9216df533c690c84afe3048fbbf0dd88ff0b16ff55,G1,G1_cooling,cooling,-1.0,1.55,1.25,30.0,1.5,coarse,12,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_013,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,e10c195e918cbae61841c3d22e091419783caa3db27ae07a38c8d45b303acc1b,G1,G1_cooling,cooling,-1.0,1.55,1.225,30.0,1.5,coarse,13,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_014,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,c1c463e0adfdad84432df1736f4b6e315f03bd661ceea8400f3eb6ee4e989c3b,G1,G1_cooling,cooling,-1.0,1.55,1.2,30.0,1.5,coarse,14,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_015,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,58f39227081a421c5635284d20aa50bc0509e804b48d03a8f0c6b308348ca929,G1,G1_cooling,cooling,-1.0,1.55,1.175,30.0,1.5,coarse,15,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_016,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,df6282bcdeb40f21bc225beda3ff28283ad294dc294707ab6d04513a7733fb4f,G1,G1_cooling,cooling,-1.0,1.55,1.15,30.0,1.5,coarse,16,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_017,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,05f0fc0be8d9415e043d728c5c5edb240a7653fa787fb0718dcedfa869fb8119,G1,G1_cooling,cooling,-1.0,1.55,1.125,30.0,1.5,coarse,17,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_018,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,14d245f44600636480bcbb30887a11a1b74fca437dc9b2240c9378ec9dd083fc,G1,G1_cooling,cooling,-1.0,1.55,1.1,30.0,1.5,coarse,18,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_019,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,1003f2c4cad882497be162e4b5425ce23a44c1ed0c206975bc91d0b6c615765d,G1,G1_cooling,cooling,-1.0,1.55,1.075,30.0,1.5,coarse,19,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_020,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,be59c1b8f0df1487a6df78d80d8bebacec46aa95eaca10727512ff4eb77fd886,G1,G1_cooling,cooling,-1.0,1.55,1.05,30.0,1.5,coarse,20,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_021,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,6325ddc18c7678fa51089b5f63aafe426bbeeb9f7f3370393dd9c2def563a3d3,G1,G1_cooling,cooling,-1.0,1.55,1.025,30.0,1.5,coarse,21,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_022,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,f548873b7216cfd7ce3a1a50ee3b7eb3c35caa752d1b40bc48998f48c43909e9,G1,G1_cooling,cooling,-1.0,1.55,1.0,30.0,1.5,coarse,22,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_023,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,424d4e768813ad7e6d21989fb1c0f981f7686d21d3395906a2ee37e92bd577d2,G1,G1_cooling,cooling,-1.0,1.55,0.975,30.0,1.5,coarse,23,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_024,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,9ad27403c9ad88c3d8529bc5fd11cc90e77cb261fc010e796fa200a29c29cb87,G1,G1_cooling,cooling,-1.0,1.55,0.95,30.0,1.5,coarse,24,test_headline,False,True,True,stable,False
G1_cooling_coarse_025,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,0fbf3618db77ce1a5fc167bb2cc10b3c4c0dce6872da1ae1850b20acbb6de3f0,G1,G1_cooling,cooling,-1.0,1.55,0.925,30.0,1.5,coarse,25,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_026,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,a9320fe2b088682d420c1663f56a2f826d8830de3df362ee2790656fb5320aca,G1,G1_cooling,cooling,-1.0,1.55,0.9,30.0,1.5,coarse,26,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_027,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,b18cff60c4060e8f856f006d366b62c56a46d58617717b7f4ef1f6db8828743f,G1,G1_cooling,cooling,-1.0,1.55,0.875,30.0,1.5,coarse,27,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_028,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,0e396098cf3719aa1361c3779e8eea75ce37872bbeaa5f83d31bb9541c7d34e3,G1,G1_cooling,cooling,-1.0,1.55,0.85,30.0,1.5,coarse,28,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_029,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,af504065f348c1520de0305e6aa2a5a042da714b2e91e9e8f0ed069191f07a1b,G1,G1_cooling,cooling,-1.0,1.55,0.825,30.0,1.5,coarse,29,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_030,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,da2b7396f8dad27e70aa082b39cbae008e8a11f7736e5d9c0fb66cf8351f7376,G1,G1_cooling,cooling,-1.0,1.55,0.8,30.0,1.5,coarse,30,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_031,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,154a7f296ce0dc0d973860364b6b79ce5ce9bb1977aa264bb2794bdfff77a633,G1,G1_cooling,cooling,-1.0,1.55,0.775,30.0,1.5,coarse,31,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_032,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,04cd8a304767e8bd01b0e3e0226f98b939d77b29b4377fc592d34ed63ab614ce,G1,G1_cooling,cooling,-1.0,1.55,0.75,30.0,1.5,coarse,32,test_headline,False,True,True,stable,False
G1_cooling_event_refine_01,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,9c94445eb96b7655e29bae1015932a76f34609ca559e3f7be7660de57747e5e2,G1,G1_cooling,cooling,-1.0,1.55,1.0625,30.0,1.5,event_refinement,0,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_event_refine_02,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,823ee35e409f34f99a27b269c32e02bfca37dae776e4d51f85b32d751aaf7e25,G1,G1_cooling,cooling,-1.0,1.55,1.06875,30.0,1.5,event_refinement,1,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_event_refine_03,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,0cae83d3bfeb1b7df60014e3af322e4615d49260142afd2ff2c39d9986a3281f,G1,G1_cooling,cooling,-1.0,1.55,1.065625,30.0,1.5,event_refinement,2,test_headline,False,False,True,stable,False
G1_cooling_event_reachability_confirmation,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,2e791dd7900f02c4b0a3aa2adeb95d30553bbb64b0ad7848d76df9280b013206,G1,G1_cooling,cooling,-1.0,1.55,1.0625,30.0,1.5,event_reachability_confirmation,3,test_headline,False,False,True,stable,False
G1_cooling_half_anchor,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,05f0fc0be8d9415e043d728c5c5edb240a7653fa787fb0718dcedfa869fb8119,G1,G1_cooling,cooling,-1.0,1.55,1.125,30.0,1.5,half_step_anchor_reused,0,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_001,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,dbd877ee036016b23dc8612c54d84f8bb5be787300a9c2462d18dd311a91b39e,G1,G1_cooling,cooling,-1.0,1.55,1.1125,30.0,1.5,half_step_continuation,1,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_002,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,84d6dcbd6dd27b84762ab3cbb1877d853f364deb0ba8e62fa9c7b54f465d4988,G1,G1_cooling,cooling,-1.0,1.55,1.1,30.0,1.5,half_step_continuation,2,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_003,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,8df65c1ebf3782ad0d6e9bc38a1782810bf732b308cbbefab9dd59d230138b5f,G1,G1_cooling,cooling,-1.0,1.55,1.0875,30.0,1.5,half_step_continuation,3,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_004,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,826ee67fc05b60f57aaf73ec27b365d0d62c6349a49717c239930e60d9ba5620,G1,G1_cooling,cooling,-1.0,1.55,1.075,30.0,1.5,half_step_continuation,4,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_005,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,75c1f5bacb3aa4155e59229d2c2ac5279d5295e12ef97e3b67aef5dccd6d109e,G1,G1_cooling,cooling,-1.0,1.55,1.0625,30.0,1.5,half_step_continuation,5,test_diagnostic,False,False,False,stable,False
G1_cooling_half_006,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,555ba36bd0b143b827dfbba4f3208dcc39373a5ce97bdbf84b948a19323f8de3,G1,G1_cooling,cooling,-1.0,1.55,1.05,30.0,1.5,half_step_continuation,6,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_007,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,a55c9f34c90ac9b7b074d75a7b329ddb86d2296b56778573123bd7bc8099fdcd,G1,G1_cooling,cooling,-1.0,1.55,1.0375,30.0,1.5,half_step_continuation,7,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_008,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,53a76a92efbcccab53f90a83cb12b576088859dbcd045fe8eb71fe2770e4ce3f,G1,G1_cooling,cooling,-1.0,1.55,1.025,30.0,1.5,half_step_continuation,8,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_009,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,488489a52513716d5ef0d4bb560f643593d3cb343b3fb420f28f60847f54a98d,G1,G1_cooling,cooling,-1.0,1.55,1.0125,30.0,1.5,half_step_continuation,9,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_010,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,26970d6c4ad95c7a3b192de73cc183f6f66253323e1944cd57d7faee239e8a53,G1,G1_cooling,cooling,-1.0,1.55,1.0,30.0,1.5,half_step_continuation,10,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_refine_01,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,4211a2de9fd6bc12ad99df6e6bbe349416659bbb11aecb5f0982a265811f3aa8,G1,G1_cooling,cooling,-1.0,1.55,1.06875,30.0,1.5,half_step_event_refinement,0,test_diagnostic,False,False,False,not_evaluated,False
G1_cooling_half_refine_02,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,f1f5e764994ddc54ed2cc0f8ecf1959d1feb4ec356ce2a76c81ad673fafc52d0,G1,G1_cooling,cooling,-1.0,1.55,1.065625,30.0,1.5,half_step_event_refinement,1,test_diagnostic,False,False,False,stable,False
G2_heating_coarse_000,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,696741dbd7e2e38d697d276636b899441ae0e621693085b68ae7d4cc3c589e8b,G2,G2_heating,heating,1.0,0.75,0.75,20.0,1.5,coarse,0,train,True,False,False,not_evaluated,False
G2_heating_coarse_001,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,9dd369c774c059a66848df519f7804a5db4d1dbc85f603fe597ada6a392c09fb,G2,G2_heating,heating,1.0,0.75,0.775,20.0,1.5,coarse,1,train,True,False,False,not_evaluated,False
G2_heating_coarse_002,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,a8a78ce599a1409d98323643d0e19df49c7dbc68f979b246efa73fe856608b6a,G2,G2_heating,heating,1.0,0.75,0.8,20.0,1.5,coarse,2,train,True,False,False,not_evaluated,False
G2_heating_coarse_003,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,5f2b94a38c5a15b5ae7f60a9a7ad1c930e8efe1aa0debb66b3003d2c3038ec84,G2,G2_heating,heating,1.0,0.75,0.825,20.0,1.5,coarse,3,train,True,False,False,not_evaluated,False
G2_heating_coarse_004,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,4c4c4ba2dbe4e3addb414dbec8ab320f86646bf49dbe2b3fa7e2dcda73906531,G2,G2_heating,heating,1.0,0.75,0.85,20.0,1.5,coarse,4,train,True,False,False,not_evaluated,False
G2_heating_coarse_005,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,564a6406428b71375c42714c337a0c64bdc62a0bc22ce563e25ab4df55b101fc,G2,G2_heating,heating,1.0,0.75,0.875,20.0,1.5,coarse,5,train,True,False,False,not_evaluated,False
G2_heating_coarse_006,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,ef5ebf892913dfc6fb49bade524cd34642f61041279cb75a200a5dc8e863c7e6,G2,G2_heating,heating,1.0,0.75,0.9,20.0,1.5,coarse,6,validation,False,False,False,not_evaluated,False
G2_heating_coarse_007,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,090d74c410bc36beb7e28948d0cfca69b09b8aa7b2cb7696c51ee0e33cb41733,G2,G2_heating,heating,1.0,0.75,0.925,20.0,1.5,coarse,7,train,True,False,False,not_evaluated,False
G2_heating_coarse_008,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,e8975527d79b7681340fb0d90e127c728dabb79dfd038c1256183b636249306c,G2,G2_heating,heating,1.0,0.75,0.95,20.0,1.5,coarse,8,train,True,False,False,not_evaluated,False
G2_heating_coarse_009,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,570b4659229a75d9dd6dae5d4d2ab8f9b6ea3c5baf25aaba434aaa575024c79f,G2,G2_heating,heating,1.0,0.75,0.975,20.0,1.5,coarse,9,train,True,False,False,not_evaluated,False
G2_heating_coarse_010,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,1725d8ef54117ebc39b4ea428ecb7e503b1aa23022d210afb9363c3313c673e9,G2,G2_heating,heating,1.0,0.75,1.0,20.0,1.5,coarse,10,train,True,False,False,not_evaluated,False
G2_heating_coarse_011,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,ad3e09bcbc87a96e33435c6f4a73bb5bb947dff1fb7fc8782d012661f75e3e73,G2,G2_heating,heating,1.0,0.75,1.025,20.0,1.5,coarse,11,train,True,False,False,not_evaluated,False
G2_heating_coarse_012,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,fa98db17b23ad8d4b43673a2d8604f435c02ff09a21945c78a5c8db8a12ae3ce,G2,G2_heating,heating,1.0,0.75,1.05,20.0,1.5,coarse,12,train,True,False,False,not_evaluated,False
G2_heating_coarse_013,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,210fad600ceade644fdf0b51a93f297bf7a16b5efa4defc94e8a3368450ee390,G2,G2_heating,heating,1.0,0.75,1.075,20.0,1.5,coarse,13,train,True,False,False,not_evaluated,False
G2_heating_coarse_014,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,981972ae38dcbeb070a06205612057bf2013a29ab66c1d1487180bc33243856c,G2,G2_heating,heating,1.0,0.75,1.1,20.0,1.5,coarse,14,validation,False,False,False,not_evaluated,False
G2_heating_coarse_015,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,dd15adb35e499370d88373b863d00f77784d47a25af4c1faacbbdc842d15e2c3,G2,G2_heating,heating,1.0,0.75,1.125,20.0,1.5,coarse,15,train,True,False,False,not_evaluated,False
G2_heating_coarse_016,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,a0016a9dd48c72d5e04ddfc3e0a552549f3faea96da5e102b32a97081d73af8d,G2,G2_heating,heating,1.0,0.75,1.15,20.0,1.5,coarse,16,train,True,False,False,not_evaluated,False
G2_heating_coarse_017,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,5668c7dbf516d23e42bacd1873ba606ca4af5745b6b352e27563b7ccc57fc069,G2,G2_heating,heating,1.0,0.75,1.175,20.0,1.5,coarse,17,train,True,False,False,not_evaluated,False
G2_heating_coarse_018,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,b71a7e809f6cffbc5cdaf4d5588fa8b71391858d398009ce85bb73d28cd28b8d,G2,G2_heating,heating,1.0,0.75,1.2,20.0,1.5,coarse,18,train,True,False,False,not_evaluated,False
G2_heating_coarse_019,E:/Python demo/PINN/data/processed/q2_protocol_manifold_branch_aware_surrogate_mve_v1/Q2-PROTOCOL-MANIFOLD-BRANCH-AWARE-SURROGATE-MVE-20260810-V1/G2_heating.npz,0b4ea4a51710c55c30f6ad443ef304850895707398fe12ea6a8038f11dec8ef0,G2,G2_heating,heating,1.0,0.75,1.225,20.0,1.5,coarse,19,train,True,False,False,not_evaluated,False
