path,base_path,file_type,size_bytes,sha256,last_git_commit,referenced_by_other_files,reference_count,reference_check,route,lifecycle,frozen_evidence,unique_information,disposition,disposition_reason,replacement,recoverable_from_git
outputs/tables/gamma_sub_tsw_calibration_workflow_summary.json,,application/json,3899,60B5A77814FD6CE390607121C34F8F23018FE4A1BB088B375928FBD217753581,922a9a624401f955553db3e17e0bd9b127fb273b,yes,11,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_confounding_phase_map_cases.csv,,application/vnd.ms-excel,5840,41BEFD6B96DF5EF8827A0F7C1DBD03829F6204548F430A2DF7AE84D20833BB4B,f4a441efa4061f6cad19b5e160c30efa831861ed,yes,9,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_confounding_phase_map_summary.json,,application/json,27688,278A06B63D7D3B1B3EA1558E776E66891F50822015C8776BC1449A85945A4C48,f4a441efa4061f6cad19b5e160c30efa831861ed,yes,14,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_dense_profile_likelihood_grid.csv,,application/vnd.ms-excel,360932,91D5C440394BC821D3DD4B42BF16DF802621859C984DB9D0B2AFB5345020070D,1f4207764fd09860d6ed50935a7f31389ba33837,yes,10,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_dense_profile_likelihood_profiles.csv,,application/vnd.ms-excel,11510,B9FF84DD2CF13D4A6DCF41AF2416789D59955950A446EBF5443489F3F728DC4A,1f4207764fd09860d6ed50935a7f31389ba33837,yes,3,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_dense_profile_likelihood_summary.json,,application/json,2272,F0DA24E982DE9D38FB3F844A2A1D163DA7C59A38278F5437226336FA7E509437,1f4207764fd09860d6ed50935a7f31389ba33837,yes,4,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_prior_width_sweep_cases.csv,,application/vnd.ms-excel,901,884045D1AA481CCEA2A8FC4874AA897BC53AC7B25F6785CCCB43CE0164EFA53D,0a298cc59c559b7f249b4caa7201989d739c5fbd,yes,2,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_prior_width_sweep_summary.json,,application/json,4235,68B3B8CD4B011CD3D643E50FFDBDBBE88D94847A72404A36E93BFF2A00CB2350,0a298cc59c559b7f249b4caa7201989d739c5fbd,yes,1,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_profile_likelihood_grid.csv,,application/vnd.ms-excel,6874,0ADE5506617BF7A0CCB19529C8C725ED999F91668E86DCF941AD4AC801B552C2,2a99410495cbd353b89545f47e69bd6f92848e24,yes,12,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_profile_likelihood_profiles.csv,,application/vnd.ms-excel,1962,EF5FFD3873BAD8546FF7E7D88658BB7DDAA69C7A506F40D1A098660110015CE0,2a99410495cbd353b89545f47e69bd6f92848e24,yes,8,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_profile_likelihood_summary.json,,application/json,2745,EA6EDB4E6E602D1ACAC43CE0C0B4F3D5CE679EE57AA2C3C2E341BE47B2DDE67D,2a99410495cbd353b89545f47e69bd6f92848e24,yes,2,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_tolerance_ode_spotcheck_cases.csv,,application/vnd.ms-excel,50178,C47C3A8E5F571A2F2ED9BCD2FA256ABDB0AD5106BEA5B7C42B8E9F0E7A93AB28,daafc252ced0e3cf4888fd37c599669382560735,yes,13,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_tsw_tolerance_ode_spotcheck_summary.json,,application/json,2062,D23F1C4FCE28C0DE60667CF229F02551C451FB8956D7A3D7EE088DE0A54FDA2C,daafc252ced0e3cf4888fd37c599669382560735,yes,17,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_weighted_protocol_objective_cases.csv,,application/vnd.ms-excel,2291,4FE318692D34FDA6BB683437086950F62CB34B8152C09067C92D2E523B5BBDED,1f4207764fd09860d6ed50935a7f31389ba33837,yes,4,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gamma_sub_weighted_protocol_objective_summary.json,,application/json,1732,33869447304AA584CCDCDAEA51FECD8C581425A08E688884AE3739AB0D15B1C0,1f4207764fd09860d6ed50935a7f31389ba33837,yes,8,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/gt_quasi_2d_phase_transition_preflight_summary.json,,application/json,3424,7C51BB1B947BAD78BFF06F1BDEAA6772C0A1EB19AD3D6A9E39005B41D4DA276E,daafc252ced0e3cf4888fd37c599669382560735,yes,9,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/high_risk_claim_ladder_actual_inverse_cases.csv,,application/vnd.ms-excel,56571,06F56D2272D16639352546188DD8DCDF5ED4197E82C57EED5875ECFFC1F45EE6,0ff469426a018aa89c5d20b1cd2181cb372ee10f,yes,7,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/high_risk_claim_ladder_actual_inverse_summary.json,,application/json,3364,63BEB01977CE87A4BEAD25C05059A9AC1D8B057DFA60CF71D035F652240EE71D,0ff469426a018aa89c5d20b1cd2181cb372ee10f,yes,6,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/high_risk_claim_ladder_cases.csv,,application/vnd.ms-excel,74907,83E098971178E750422194D62C97D87C702B6473252F01BE377FDE274B033D81,c4835c02f8d42b7fdb89e581b86b56dae2fb667a,yes,5,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/high_risk_claim_ladder_summary.json,,application/json,4990,9DD2DF8BA8F99B776C3A8E04DC76940A718A8B187BF716227555DC85DBE908F1,c4835c02f8d42b7fdb89e581b86b56dae2fb667a,yes,4,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/integrated_stiffness_stl_cases.csv,,application/vnd.ms-excel,69451,E366957CDD84A9594DF56B84B8A8F5E32B5B4CD0406BE84AAA72875A63E116C8,7d4f15d6e68ad2db829ee0e21248f2ed7cc40fe3,yes,12,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/integrated_stiffness_stl_summary.json,,application/json,5553,3EE7B838EFE72008FE6DD8BA679AC4E5E8135BF9EA53E27BADA963E4C343147D,7d4f15d6e68ad2db829ee0e21248f2ed7cc40fe3,yes,11,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_fit_external_anchor_cases.csv,,application/vnd.ms-excel,101,BFE4FBF061401792DF267CEE7E0EC869141950E90427123987F99324CB84A806,b3eb8dae891d319743e0ccc22dc6025ef0370e0d,yes,2,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_fit_external_anchor_summary.json,,application/json,888,45AEC058DB69894100D7DB8FAEFD9A9C9F3524DE42CA8C95603F50BBB27868B7,b3eb8dae891d319743e0ccc22dc6025ef0370e0d,yes,4,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_fit_external_anchor_v2_cases.csv,,application/vnd.ms-excel,102,39E38B943839FC76832A3FF9BC8206D777A65A85F7644659A0954F55D40EFA70,922a9a624401f955553db3e17e0bd9b127fb273b,yes,7,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_fit_external_anchor_v2_summary.json,,application/json,782,8D063A73620316D41C8DB8020AA820A214F07A51297346CB1ADE55A9D9D5EC95,922a9a624401f955553db3e17e0bd9b127fb273b,yes,13,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_ingestion_cases.csv,,application/vnd.ms-excel,147,802B0DF0A9151C4FC76F68BF00A7CAEB7C7500A7275F84CBA7C030E136B8FC1C,922a9a624401f955553db3e17e0bd9b127fb273b,yes,8,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_curve_ingestion_summary.json,,application/json,785,13D6DE1D9862DF2BDBEC881B4E5E2B4779ABC5CDF1E49DE52417E49AF2BFE9EF,922a9a624401f955553db3e17e0bd9b127fb273b,yes,8,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_phase_change_parameter_sanity_summary.json,,application/json,1008,11393F498C5DA054861D4CE65EE2544027460EBB740FC52D5A5F7590C1A11DF6,b3eb8dae891d319743e0ccc22dc6025ef0370e0d,yes,3,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_prior_consistency_summary.json,,application/json,680,981DB144FAEA62400E772BB94892000409C7C67DB42F1A06F680046C0A0765AB,c29ba2b10641d1b1a856009b47641a78f17f32b3,yes,2,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_targeted_curve_extraction_attempt_cases.csv,,application/vnd.ms-excel,2192,ECAE30E538EE9CF420959F6A685451C2C07DCBDAA8FCF0D6C424C827DC02919E,19988e0d60a53a15b2ab27b43b82ca226a6da3e8,yes,3,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/literature_targeted_curve_extraction_attempt_summary.json,,application/json,963,9389C05ACE73F04A17ECE5FC59E46321A278CF5ED52E828F42E23AAE026A97BC,19988e0d60a53a15b2ab27b43b82ca226a6da3e8,yes,11,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/local_replay_asset_validation.json,,application/json,12300,36DBF4AAEB60A6C2A6FB1D9EE54795EF278AF1974AC28C90EE76CBC58A5B76A7,15d3f8a8a4a621226f526bf036b9187a060a29f7,yes,2,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m33_mixed_flux_final_summary.json,,application/json,11495,B0F3F25E3C54AD0C6096382193557EEEDD1E928A5896D1D07A69B7353A834EE4,84bc5c5db2f5233b70bf97756734272c3eae36ca,yes,18,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m33_mixed_flux_preflight.json,,application/json,6282,2DA7900301D447628E6AAD535328EDE9A255DFB5AAABE3525A2C50E740634F2A,84bc5c5db2f5233b70bf97756734272c3eae36ca,yes,8,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m33_mixed_flux_preregistration.json,,application/json,11769,D2B97E5273E919CB408878513018117B1ECE5BBF5EF5D0172313DB499BCD2849,b3f7068223fcf618b212c1919bddddba05b0b7b8,yes,3,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m33_mixed_flux_training_history.json,,application/json,25753,E383F460754447305BA87FC5BDD0F081BFF740437906A99AB9697A39E4CFAEAD,84bc5c5db2f5233b70bf97756734272c3eae36ca,yes,7,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m33_mixed_flux_v3r_comparison.csv,,application/vnd.ms-excel,1857,6C377F4096BB84F0844B40AF4CFB45FF33A6AC59C8C24CA12753A0AF8432CE15,84bc5c5db2f5233b70bf97756734272c3eae36ca,yes,5,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34_alm_toy_benchmark.csv,,application/vnd.ms-excel,1376,692DB9C028E588D6D768E94715BD5E96E1967930BDFF2DBB6557A5AE94548BA8,144aa53de1f6d6f788f61729355b4de45fd9c241,yes,4,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34_contract_audit_preregistration.json,,application/json,6475,7F0BC6A81F49F36FAE3707533C7CC1D8032255043D16D100C5EAAA75E67D187D,ee83d73a16a219e02a19a5d7f6419dea3d224bb6,yes,1,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34_contract_audit_summary.json,,application/json,24246,DE97D61DE886BFF1DCBBBDA201CEB9C6FDBE4AA091B8ABA7DCC4A10214B9B4B3,144aa53de1f6d6f788f61729355b4de45fd9c241,yes,16,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34_gradient_geometry.csv,,application/vnd.ms-excel,12016,B32A3A9E9CE66401D2449005FF87F6C1D6EA389698BB4CDA2A5CD697E72AA693,144aa53de1f6d6f788f61729355b4de45fd9c241,yes,6,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34_ledger_reconciliation.csv,,application/vnd.ms-excel,3124,3E824BCDFBA4091810B38B3D0D8CCC7769A73915DBE3A364561B89020C774257,144aa53de1f6d6f788f61729355b4de45fd9c241,yes,4,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34a_gradient_direction_curves.csv,,application/vnd.ms-excel,103349,FA7F72F5CBB639FA093504057D8FBB59056E7377D0C7D3FDDF92788B46BFCA34,31098e74156feb5ed83a0c14d037ffa8c22c24c2,yes,3,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m34a_gradient_semantics_amendment.json,,application/json,18329,4134A69AEF09A9064FC5D438E63182F114FB69F20325B6F52B75AE0DE612DC71,31098e74156feb5ed83a0c14d037ffa8c22c24c2,yes,6,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m35_public_multivoltage_fit_summary.json,,application/json,2126,30A6A8A7192915F81C699A6AEF91A9476FAAB38F1EEC9A0E0E541DCA04552159,31098e74156feb5ed83a0c14d037ffa8c22c24c2,yes,9,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m35_public_multivoltage_preregistration.json,,application/json,5211,50FF336E82293991EDBC4FF73AFF53425790B9279812CCE84100EC0C21069868,22c14aa401c45df4a36bbd09c7bb61a637079aef,yes,32,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m35_solver_convergence.csv,,application/vnd.ms-excel,2392,AE78EB5952209B265931F0307E310E73332E1D2B6607055C28DFC922EB3DC551,31098e74156feb5ed83a0c14d037ffa8c22c24c2,yes,7,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m36_event_resolved_orbit_preregistration.json,,application/json,13024,CCFE99B9FD819DCD965A020B45B378A900463A272B8DBDC5381A2E465910150C,ec2017a5c1d17720ab207473557948b48eba5f02,yes,30,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m36_event_resolved_orbit_summary.json,,application/json,29437,4C04A9C30C5DE78320C6C63F98D33A2DEB944EBB80048FBD9D5BB2095595AD3C,ec2017a5c1d17720ab207473557948b48eba5f02,yes,10,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m36_event_times.csv,,application/vnd.ms-excel,360555,62DC7E64B8BC3C1F8480787CB3E23AC6424473230CC1D853F5168318E663B0FE,ec2017a5c1d17720ab207473557948b48eba5f02,yes,6,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m36_orbit_convergence_metrics.csv,,application/vnd.ms-excel,17893,90DEB1D95E013E383C2A255308C36BE92F819B07FC96CF15F41384B80C98FC16,ec2017a5c1d17720ab207473557948b48eba5f02,yes,8,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m37_cross_regime_jacobian.json,,application/json,3306,F12FF77CDB06AE49948F7D7053D66585F48D496A67493E0EA10C93CD3880DE07,d91b5e76aaff8066408159e0414985e7f2000475,yes,7,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m37_jacobian_spectra.csv,,application/vnd.ms-excel,235,0C4FEB9B6B9BBEC1D2EB10AB425EE2AD34795EBE7685C832CBB94BCCAA0B7441,d91b5e76aaff8066408159e0414985e7f2000475,yes,5,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
outputs/tables/m37_preregistration.json,,application/json,11825,0B059F71806D727152656DCE2CA9204F3D689D42736C763A4C01C52437342301,c4c3b7fe2936c7734d1d302dbfe1fc91c3627a4c,yes,26,exact_repository_path,retained_machine_evidence_or_data,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
