protocol,scenario,noise,seed,observation_count,gamma_true,gamma_est,relative_error,recoverable_le_0p1,recoverable_le_0p2,failure_flag,finite_result,source
best_actual_protocol,nominal_fixed_prior,0.02,2026,32,450000000.0,462405129.1556627,0.027566953679250338,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2027,32,450000000.0,462701384.49270993,0.0282252988726887,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2028,32,450000000.0,462074038.7041157,0.02683119712025705,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2029,32,450000000.0,462322407.986097,0.02738312885799333,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2030,32,450000000.0,462137525.76769954,0.026972279483776732,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2031,32,450000000.0,462453427.79052913,0.027674283978953686,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2032,32,450000000.0,461702556.78648686,0.026005681747748505,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2033,32,450000000.0,462311225.79058224,0.027358279534627293,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2034,32,450000000.0,462547417.5154691,0.02788315003437569,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.02,2035,32,450000000.0,462269395.3825988,0.02726532307244182,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2026,32,450000000.0,467419203.5270948,0.03870934117132168,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2027,32,450000000.0,467436920.32707566,0.03874871183794589,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2028,32,450000000.0,468739716.0183481,0.0416438133741069,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2029,32,450000000.0,468186103.60831136,0.040413563574025285,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2030,32,450000000.0,468077238.66931146,0.04017164148735876,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2031,32,450000000.0,468183147.91227126,0.040406995360602715,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2032,32,450000000.0,469523471.271397,0.043385491714215595,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2033,32,450000000.0,466800890.42788017,0.0373353120619559,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2034,32,450000000.0,468286956.35492605,0.04063768078872452,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.05,2035,32,450000000.0,468329254.50273526,0.04073167667274513,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2026,32,450000000.0,515019927.1965808,0.14448872710351285,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2027,32,450000000.0,515204205.2035423,0.1448982337856495,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2028,32,450000000.0,513230051.357388,0.14051122523864007,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2029,32,450000000.0,514667413.3788707,0.14370536306415704,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2030,32,450000000.0,516830468.58747977,0.1485121524166218,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2031,32,450000000.0,515281397.2927299,0.14506977176162206,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2032,32,450000000.0,514667346.9577509,0.1437052154616688,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2033,32,450000000.0,512480175.94585186,0.13884483543522627,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2034,32,450000000.0,514062532.08067876,0.1423611824015084,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.0,2035,32,450000000.0,515650586.55394477,0.14589019234209935,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2026,32,450000000.0,516952018.0032752,0.14878226222950064,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2027,32,450000000.0,516239653.29968554,0.14719922955485673,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2028,32,450000000.0,514986254.98812747,0.14441389997361662,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2029,32,450000000.0,518379532.132484,0.1519545158499645,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2030,32,450000000.0,516238388.6206224,0.14719641915693854,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2031,32,450000000.0,513715056.97113687,0.1415890154914153,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2032,32,450000000.0,516771818.58363926,0.14838181907475395,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2033,32,450000000.0,515711136.9387172,0.1460247487527049,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2034,32,450000000.0,516058177.70380056,0.1467959504528902,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.01,2035,32,450000000.0,517721808.9127689,0.15049290869504192,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2026,32,450000000.0,518511522.9001121,0.15224782866691586,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2027,32,450000000.0,517497986.3152603,0.14999552514502298,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2028,32,450000000.0,516341327.7668984,0.14742517281532969,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2029,32,450000000.0,519123325.8831005,0.1536073908513344,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2030,32,450000000.0,515385391.0570792,0.14530086901573167,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2031,32,450000000.0,516053333.6505789,0.14678518589017536,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2032,32,450000000.0,518987855.16819066,0.15330634481820157,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2033,32,450000000.0,517526877.4364247,0.15005972763649927,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2034,32,450000000.0,521826696.73730636,0.15961488163845872,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.02,2035,32,450000000.0,516942004.91318315,0.14876001091818472,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2026,32,450000000.0,519636155.53316784,0.15474701229592847,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2027,32,450000000.0,521241228.87884635,0.158313841952992,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2028,32,450000000.0,516204039.26718915,0.14712008726042028,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2029,32,450000000.0,526405878.82809025,0.1697908418402005,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2030,32,450000000.0,523384367.9574827,0.16307637323885057,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2031,32,450000000.0,525995592.8833802,0.16887909529640024,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2032,32,450000000.0,520466102.75955266,0.15659133946567255,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2033,32,450000000.0,522655255.08470863,0.16145612241046353,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2034,32,450000000.0,521025684.24947447,0.15783485388772106,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,narrow_T_sw_prior,0.05,2035,32,450000000.0,523810077.0789023,0.1640223935086718,False,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2026,32,450000000.0,805371231.8852434,0.7897138486338741,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2027,32,450000000.0,806868270.4797206,0.7930406010660459,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2028,32,450000000.0,814044718.8321328,0.8089882640714063,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2029,32,450000000.0,811399411.6706697,0.8031098037125991,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2030,32,450000000.0,807826045.5061281,0.795168990013618,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2031,32,450000000.0,803748082.6753647,0.7861068503896992,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2032,32,450000000.0,813556409.3671029,0.8079031319268953,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2033,32,450000000.0,800377792.9933101,0.7786173177629114,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2034,32,450000000.0,802732718.8037256,0.7838504862305014,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.0,2035,32,450000000.0,813078788.256844,0.8068417516818757,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2026,32,450000000.0,814671011.6751912,0.8103800259448694,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2027,32,450000000.0,833999526.3209817,0.8533322807132928,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2028,32,450000000.0,812041897.2077352,0.8045375493505226,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2029,32,450000000.0,815603704.2458551,0.8124526761019001,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2030,32,450000000.0,817591431.7481179,0.8168698483291511,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2031,32,450000000.0,816804250.5867983,0.8151205568595519,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2032,32,450000000.0,820314012.9662217,0.8229200288138259,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2033,32,450000000.0,805484513.2768251,0.7899655850596112,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2034,32,450000000.0,811004058.1592144,0.8022312403538097,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.01,2035,32,450000000.0,809863876.7482829,0.7996975038850731,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2026,32,450000000.0,832744607.6247654,0.8505435724994785,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2027,32,450000000.0,820496502.0058769,0.8233255600130598,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2028,32,450000000.0,816288319.4172996,0.8139740431495548,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2029,32,450000000.0,825218918.710906,0.8338198193575691,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2030,32,450000000.0,819090645.7559475,0.8202014350132165,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2031,32,450000000.0,837300634.6638991,0.8606680770308868,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2032,32,450000000.0,816580143.9745197,0.8146225421655995,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2033,32,450000000.0,820196436.8102144,0.8226587484671432,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2034,32,450000000.0,832597235.7291175,0.8502160793980389,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.02,2035,32,450000000.0,833074358.3490754,0.8512763518868343,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2026,32,450000000.0,816318118.3638501,0.8140402630307778,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2027,32,450000000.0,840070994.4387287,0.8668244320860636,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2028,32,450000000.0,831749339.9853518,0.8483318666341151,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2029,32,450000000.0,838010592.1660812,0.8622457603690693,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2030,32,450000000.0,826744245.3142973,0.8372094340317717,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2031,32,450000000.0,839126330.2778363,0.8647251783951919,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2032,32,450000000.0,840104956.7559724,0.8668999039021609,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2033,32,450000000.0,825721961.8181771,0.8349376929292825,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2034,32,450000000.0,854951239.7908959,0.8998916439797687,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,wide_T_sw_mismatch,0.05,2035,32,450000000.0,858107700.8552344,0.906906001900521,False,False,True,True,seeded_response_surface_bootstrap
